Timestamp,Start Timestamp,TLS Handshake,Source IP,Destination IP,Port,Retrain,Label
1563814249.310471,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.896264   0.10810481 0.         0.31013328
  0.         1.3040273  0.         1.6802036  0.         0.7050688
  0.2432167  0.         1.25461    0.         0.58798194 0.
  0.         0.        ]]",messaging
1563814249.351622,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814253.014549,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.93566054 0.19752912 0.         0.32116336
  0.         1.3163013  0.         1.6476597  0.         0.68580294
  0.15181783 0.         1.1748043  0.         0.5930416  0.
  0.         0.        ]]",messaging
1563814253.016471,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.6700657  0.08911495 0.         0.48854512
  0.         1.3746994  0.         1.5383005  0.         0.8588119
  0.54986703 0.         1.2271212  0.         0.6813958  0.
  0.         0.        ]]",messaging
1563814253.043118,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.9099127  0.10784984 0.         0.3016004
  0.         1.30758    0.         1.7052313  0.         0.6835192
  0.21656035 0.         1.245525   0.         0.5664397  0.
  0.         0.        ]]",messaging
1563814253.044419,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.78449583 0.05303849 0.         0.41344044
  0.         1.2870433  0.         1.646132   0.         0.7400798
  0.47681934 0.         1.3208269  0.         0.6491135  0.
  0.         0.        ]]",messaging
1563814253.099189,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814254.313231,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.87640834 0.07214235 0.         0.3213766
  0.         1.3046732  0.         1.6920764  0.         0.71913934
  0.30142346 0.         1.289004   0.         0.58364606 0.
  0.         0.        ]]",messaging
1563814254.315652,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.81350636 0.24920999 0.         0.53788525
  0.         1.3788493  0.         1.482806   0.         0.7456043
  0.32485065 0.         1.0821909  0.         0.7022235  0.
  0.         0.        ]]",messaging
1563814254.356726,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814256.534207,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.6877786  0.         0.         0.19028896
  0.         1.4411694  0.         1.6556404  0.         0.79601187
  0.44938326 0.         1.0211481  0.         0.8059914  0.
  0.         0.        ]]",messaging
1563814256.536320,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.92491233 0.16392602 0.         0.29443341
  0.         1.3177813  0.         1.6628263  0.         0.69995224
  0.14287454 0.         1.2040323  0.         0.58788896 0.
  0.         0.        ]]",messaging
1563814256.601808,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814258.972546,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7373293  0.19832891 0.         0.33554995
  0.         1.4212499  0.         1.646194   0.         0.8034149
  0.30958676 0.         1.1848786  0.         0.63593364 0.
  0.         0.        ]]",messaging
1563814258.974707,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.6721563  0.         0.         0.27163404
  0.         1.4446946  0.         1.6718047  0.         0.8665027
  0.47625917 0.         1.1152008  0.         0.7394974  0.
  0.         0.        ]]",messaging
1563814258.996121,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.94459987 0.323368   0.         0.48104078
  0.         1.2863199  0.         1.535698   0.         0.5840119
  0.15769728 0.         1.0242523  0.         0.7059277  0.
  0.         0.        ]]",messaging
1563814259.000405,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.77531654 0.02372719 0.         0.28947118
  0.         1.3558627  0.         1.7417135  0.         0.8172679
  0.36466622 0.         1.3936299  0.         0.5419635  0.
  0.         0.        ]]",messaging
1563814259.041850,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814260.966870,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.70006007 0.10225792 0.         0.47433132
  0.         1.3839344  0.         1.5703938  0.         0.82347167
  0.4950036  0.         1.203199   0.         0.6576452  0.
  0.         0.        ]]",messaging
1563814260.969111,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.89635813 0.11367187 0.         0.2790228
  0.         1.3297448  0.         1.7186376  0.         0.72395
  0.22161216 0.         1.276686   0.         0.5509281  0.
  0.         0.        ]]",messaging
1563814261.009922,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814261.530111,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.8297503  0.38543466 0.         0.50989544
  0.         1.3502003  0.         1.4705409  0.         0.6528275
  0.20010939 0.         0.95336527 0.         0.72869164 0.
  0.         0.        ]]",messaging
1563814261.531756,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8418505  0.21030882 0.         0.2894988
  0.         1.3540993  0.         1.6645591  0.         0.7582301
  0.18280676 0.         1.2412591  0.         0.57663673 0.
  0.         0.        ]]",messaging
1563814261.596247,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814265.971572,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.9593797  0.1661187  0.         0.27857584
  0.         1.2985132  0.         1.6889269  0.         0.6468889
  0.12297565 0.         1.190606   0.         0.5749289  0.
  0.         0.        ]]",messaging
1563814265.973759,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.903718   0.08035734 0.         0.32725164
  0.         1.3022894  0.         1.6871035  0.         0.70341486
  0.2788676  0.         1.26555    0.         0.57915795 0.
  0.         0.        ]]",messaging
1563814266.013862,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814266.532502,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.7679727  0.08761419 0.         0.29864594
  0.         1.3670479  0.         1.7053045  0.         0.82387114
  0.32783297 0.         1.3580002  0.         0.5527767  0.
  0.         0.        ]]",messaging
1563814266.534148,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7848763  0.07519251 0.         0.50194097
  0.         1.2485195  0.         1.5761011  0.         0.70422286
  0.5644474  0.         1.279008   0.         0.71823746 0.
  0.         0.        ]]",messaging
1563814266.592083,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814270.959452,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7108912  0.1324451  0.         0.4935227
  0.         1.326597   0.         1.5364087  0.         0.8091795
  0.51000017 0.         1.2683783  0.         0.6774228  0.
  0.         0.        ]]",messaging
1563814270.961673,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.88972706 0.14118433 0.         0.44855022
  0.         1.2810467  0.         1.5886438  0.         0.6731093
  0.33041453 0.         1.1756868  0.         0.6535129  0.
  0.         0.        ]]",messaging
1563814271.003268,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814271.549803,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.7206687  0.09040792 0.         0.3883202
  0.         1.35968    0.         1.6308768  0.         0.8366399
  0.42103174 0.         1.3314513  0.         0.5956112  0.
  0.         0.        ]]",messaging
1563814271.551451,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.84691036 0.16985129 0.         0.3270364
  0.         1.351281   0.         1.6494823  0.         0.7660904
  0.22852147 0.         1.244387   0.         0.576762   0.
  0.         0.        ]]",messaging
1563814271.610654,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814275.960700,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.9141692  0.24568073 0.         0.4450531
  0.         1.3342432  0.         1.5633386  0.         0.69939834
  0.2292576  0.         1.1428607  0.         0.64333373 0.
  0.         0.        ]]",messaging
1563814275.962919,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.7793296  0.06219387 0.         0.27217072
  0.         1.3564801  0.         1.7411977  0.         0.8044986
  0.32044178 0.         1.3720943  0.         0.5450003  0.
  0.         0.        ]]",messaging
1563814276.002992,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814276.559260,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.9156634  0.13902456 0.         0.31262037
  0.         1.3123682  0.         1.6834441  0.         0.6920721
  0.20991416 0.         1.2268242  0.         0.57694364 0.
  0.         0.        ]]",messaging
1563814276.560941,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8012318  0.0752914  0.         0.46510214
  0.         1.2510319  0.         1.5993296  0.         0.69615114
  0.5181244  0.         1.2812532  0.         0.6984927  0.
  0.         0.        ]]",messaging
1563814276.620585,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814280.961589,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.        0.        0.8078932 0.2877636 0.        0.7064708 0.
  1.2288641 0.        1.3583755 0.        0.6419903 0.5629037 0.
  1.0477718 0.        0.8378955 0.        0.        0.       ]]",messaging
1563814280.963884,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.7036799  0.04791134 0.         0.27808964
  0.         1.4056312  0.         1.6307265  0.         0.7663696
  0.37416026 0.         1.0107398  0.         0.7736649  0.
  0.         0.        ]]",messaging
1563814281.004421,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814281.557005,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.84223914 0.19298872 0.         0.32407957
  0.         1.3524734  0.         1.6440269  0.         0.7627113
  0.21833624 0.         1.235621   0.         0.5797158  0.
  0.         0.        ]]",messaging
1563814281.558713,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.9482283  0.14948797 0.         0.30661905
  0.         1.2917261  0.         1.682147   0.         0.6440684
  0.16774634 0.         1.1935258  0.         0.5817016  0.
  0.         0.        ]]",messaging
1563814281.614468,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814285.962868,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7943685  0.00589235 0.         0.3361635
  0.         1.3232316  0.         1.7122252  0.         0.78192335
  0.41270006 0.         1.3721905  0.         0.5771264  0.
  0.         0.        ]]",messaging
1563814285.965059,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.71913844 0.06895413 0.         0.32954568
  0.         1.3768054  0.         1.6853815  0.         0.8516934
  0.38633314 0.         1.3714744  0.         0.5528323  0.
  0.         0.        ]]",messaging
1563814286.005122,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814286.557677,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.89957345 0.15608782 0.         0.27605385
  0.         1.3239851  0.         1.6902595  0.         0.71114427
  0.16482021 0.         1.2336125  0.         0.5727233  0.
  0.         0.        ]]",messaging
1563814286.559294,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.9030211  0.10604435 0.         0.2383106
  0.         1.3135378  0.         1.7493956  0.         0.6917364
  0.19346178 0.         1.2859311  0.         0.5431715  0.
  0.         0.        ]]",messaging
1563814286.609828,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814287.243538,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.92864555 0.27015737 0.         0.6727558
  0.         1.1665434  0.         1.4028484  0.         0.5026633
  0.44421604 0.         0.9786157  0.         0.8364056  0.
  0.         0.        ]]",messaging
1563814287.245720,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.9342543  0.26603797 0.         0.3377496
  0.         1.3208843  0.         1.6105993  0.         0.67811
  0.11101605 0.         1.1246082  0.         0.61189127 0.
  0.         0.        ]]",messaging
1563814287.269292,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.72280806 0.         0.         0.24942367
  0.         1.3813378  0.         1.592019   0.         0.66416675
  0.4435587  0.         0.87834126 0.         0.8943091  0.
  0.         0.        ]]",messaging
1563814287.277290,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.7397229  0.12739433 0.         0.3314767
  0.         1.3753163  0.         1.6502388  0.         0.8357773
  0.3271712  0.         1.3162625  0.         0.5685676  0.
  0.         0.        ]]",messaging
1563814287.317203,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814287.639805,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8867538  0.08220783 0.         0.2560312
  0.         1.3249272  0.         1.7384483  0.         0.72597885
  0.22513157 0.         1.3021417  0.         0.5426891  0.
  0.         0.        ]]",messaging
1563814287.642306,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.7845478  0.126703   0.         0.6305289
  0.         1.1795694  0.         1.4718285  0.         0.62616414
  0.6856489  0.         1.2045742  0.         0.83231163 0.
  0.         0.        ]]",messaging
1563814287.684140,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814291.549026,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.92175627 0.15933256 0.         0.25893658
  0.         1.3177192  0.         1.7048595  0.         0.6868065
  0.13981298 0.         1.2330538  0.         0.57242256 0.
  0.         0.        ]]",messaging
1563814291.550842,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.79341704 0.15210162 0.         0.34677622
  0.         1.3709546  0.         1.6257236  0.         0.8138641
  0.2818135  0.         1.2693018  0.         0.5682222  0.
  0.         0.        ]]",messaging
1563814291.605831,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814292.634923,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7481577  0.10008821 0.         0.35592964
  0.         1.3667293  0.         1.6456438  0.         0.835869
  0.36834225 0.         1.326969   0.         0.576047   0.
  0.         0.        ]]",messaging
1563814292.637048,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.7398242  0.06537545 0.         0.31558585
  0.         1.3639814  0.         1.5744908  0.         0.6605567
  0.38302055 0.         0.8648328  0.         0.8637181  0.
  0.         0.        ]]",messaging
1563814292.677330,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814292.998241,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8548878  0.1015678  0.         0.36921
  0.         1.2997606  0.         1.6501398  0.         0.7206137
  0.3367471  0.         1.2639347  0.         0.61907536 0.
  0.         0.        ]]",messaging
1563814293.000478,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.96261585 0.20780486 0.         0.35056648
  0.         1.2830487  0.         1.6250554  0.         0.61502594
  0.11813283 0.         1.113016   0.         0.61938643 0.
  0.         0.        ]]",messaging
1563814293.022384,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.9172353  0.14297979 0.         0.49302828
  0.         1.2168028  0.         1.5680287  0.         0.58130896
  0.40332735 0.         1.1518853  0.         0.70507437 0.
  0.         0.        ]]",messaging
1563814293.026588,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.8059718  0.         0.         0.31132314
  0.         1.3131621  0.         1.7355229  0.         0.7603509
  0.39622274 0.         1.3790607  0.         0.5666954  0.
  0.         0.        ]]",messaging
1563814293.067336,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814295.522569,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.7859862  0.21182787 0.         0.47794035
  0.         1.3572904  0.         1.498691   0.         0.76308715
  0.3231272  0.         1.0895838  0.         0.66377985 0.
  0.         0.        ]]",messaging
1563814295.524361,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8412496  0.05980229 0.         0.33503404
  0.         1.2995842  0.         1.709585   0.         0.7050158
  0.3404857  0.         1.3020873  0.         0.5855397  0.
  0.         0.        ]]",messaging
1563814295.552466,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.8134048  0.         0.         0.33732128
  0.         1.2981081  0.         1.7138371  0.         0.74352115
  0.41764683 0.         1.3634759  0.         0.5866491  0.
  0.         0.        ]]",messaging
1563814295.553829,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.901965   0.14049582 0.         0.4995273
  0.         1.224097   0.         1.5510298  0.         0.61472595
  0.42699155 0.         1.1661961  0.         0.7161475  0.
  0.         0.        ]]",messaging
1563814295.616993,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814296.269744,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7769483  0.19602308 0.         0.7849474
  0.         1.1022956  0.         1.3447152  0.         0.5408383
  0.8304938  0.         1.1158085  0.         0.96778345 0.01290772
  0.         0.        ]]",messaging
1563814296.271955,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.6988323  0.         0.         0.
  0.03499142 1.4713928  0.         1.5470294  0.         0.51693434
  0.39107582 0.         0.84014547 0.         0.93900627 0.
  0.         0.        ]]",messaging
1563814296.312489,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814299.097439,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.9824611  0.32507747 0.         0.41529122
  0.         1.2574407  0.         1.5604119  0.         0.5380448
  0.07307896 0.         0.9932196  0.         0.6788068  0.
  0.         0.        ]]",messaging
1563814299.099205,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.87517816 0.20721926 0.         0.30819273
  0.         1.3405299  0.         1.6538076  0.         0.73128414
  0.16972472 0.         1.2153594  0.         0.5949364  0.
  0.         0.        ]]",messaging
1563814299.158890,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814301.272497,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.89008963 0.18056233 0.         0.47608867
  0.         1.2543372  0.         1.5472052  0.         0.6356559
  0.32242432 0.         1.1287766  0.         0.7003857  0.
  0.         0.        ]]",messaging
1563814301.274732,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.82557017 0.01299491 0.         0.20656012
  0.         1.3338629  0.         1.804993   0.         0.75763136
  0.28121975 0.         1.3996936  0.         0.5133179  0.
  0.         0.        ]]",messaging
1563814301.315246,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1563814304.112922,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.7081363  0.141945   0.         0.36154184
  0.         1.3734841  0.         1.6276307  0.         0.83122987
  0.37800542 0.         1.2985849  0.         0.5916342  0.
  0.         0.        ]]",messaging
1563814304.114667,1563814241.996912,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7103518  0.         0.         0.24870697
  0.         1.4075023  0.         1.6460874  0.         0.7341086
  0.46098915 0.         0.976515   0.         0.8231693  0.
  0.         0.        ]]",messaging
1563814304.164810,1563814241.996912,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
